"doc_id","PublicDescription","topic_response","Domain","Level_1","Level_2","combined_features","Primary_Sector","Secondary_Sector"
83,"The Navimed 3 study follows, and expands upon, the Navimed 1 study. The aim of both studies being to clearly establish, via clinical and other trials, the potential benefits of delivering interactive digital media to patients in hospitals. Working in an NHS context, with UCLH, the team aims to demonstrate and confirm the potential for patient interaction with structured and unstructured digital content to deliver efficiency benefits by assisting the reduction in patient length of stay. This will bring financial and managerial benefits to hospital trusts as well as increasing patient satisfaction via accelerated recovery and a more personalised delivery of care. The delivery platform and technology will open up new opportunities for augmenting patient - care staff interactions and a potential for increasing quality and efficiency of ward services and patient interactions. The underlying technology will have applications in other areas of consumer engagement with important personally relevant/significant information services - where quality and trust are important issues."," Domain: Healthcare Technology Level 1: Digital Media in Hospitals Level 2: Impact on Patient Length of Stay and Hospital Efficiency","Healthcare Technology","Digital Media in Hospitals","Impact on Patient Length of Stay and Hospital Efficiency","Healthcare Technology Digital Media in Hospitals Impact on Patient Length of Stay and Hospital Efficiency","Economy","Research and Development"
459,"**Challenge:**Rice is a staple for nearly half of the world's 7 billion population and is mainly produced in south-east Asia (Mohanty\_2013). As the global population rises, to over nine billion by 2030, there will be huge pressure on land for food -- and rice yields must increase by 25% (Fernandez\_and\_Orth\_2018). However, rice yields are decreasing due to climate change (Zhao\_et\_al\_2017). In addition, rice cultivation accounts for 12% of global methane emissions (World\_Economics\_Forum\_2019), which is 30-times more a potent Green House Gas, than CO2 (National\_Geographic). Today, global rice production is doing as much harm as 1,200 average-sized coal power stations, and by 2030, will be responsible for 6% of total GHG emissions (We\_Forum\_2019). Despite sustained initiatives particularly in China, Japan, Korea and at the International Rice Research institute (IRRI) in the Philippines, established approaches are unable to produce high enough yields, and have effectively plateaued in China, Indonesia, Japan and Korea, and although rising linearly in some key countries such as India and Vietnam, the rates of increase are too slow to meet demand (Grassini\_and\_Cassman\_2013). ,**Solution:** This 24-month industrial research project between NIAB and Tropic advances the state-of-the-art in a plant product (rice) and it's production system (gene editing to increase rice yield), creating a unique UK technology and product export opportunity, and significantly contributes to Net Zero (reducing emissions from rice cultivation), demonstrated through glasshouse trials initially with field performance confirmation latterly (TRL7). We have already demonstrated that we can gene edit favourable traits into a variety of crops (e.g., disease resistant bananas and rice). We will use our previous know-how to build this novel production system, including technical work, utilising Knock-Down and Knock-Out gene editing to modify yield-related regions of interest in rice and select the best rice lines. By the end of this project, we will be in a position then utilise our patented 'GEiGS' technology to create non-GMO rice in several rice varieties, which we will then commercialise. Impact: Increasing rice yield, has the potential to massively cut GHG emissions, whilst producing more grain, and thus keeping the land-mass utilised constant. We have predicted that higher yielding rice could lead to a total CO2 reduction for rain-fed rice of 730 Kg CO2/ha, and for irrigated rice 1330 Kg CO2/ha.,,**_If everyone globally were to consume Tropic's rice, this could equate to savings of 433 million tonnes of CO2 annually_.**"," Domain: Agriculture Level 1: Increasing Rice Yields Level 2: Gene Editing for Yield-related Traits in Rice","Agriculture","Increasing Rice Yields","Gene Editing for Yield-related Traits in Rice","Agriculture Increasing Rice Yields Gene Editing for Yield-related Traits in Rice","Agriculture","Research and Development"
614,"CHAIN Biotech aims to produce high value fine chemicals (3-hydroxbutyric acid and ethyl-3-hydroxybutyrate) at costs lower then current chemical sysnthesis methods.  By using microbial fermentation and renewable feedstock we also address key environmental and sustainability concerns. CHAIN has identified a new nutracetical market opportunity with TS who require lower cost ethyl-3-hydroxybutyrate to bring their new food ingredient to market.  The over reaching goal is to capitalise on recent developments for genetic manipulation of Clostridium species to re-engineer industrially proven strains to produce high value chemicals instead of low value bulk chemicals. Success on this project would enable us to exploit the full potential of Clostridium bacteria for a wide range of IB products and applications."," Domain: Biotechnology Level 1: Microbial Fermentation for Chemical Production Level 2: Genetic Manipulation of Clostridium for High-Value Chemicals ","Biotechnology","Microbial Fermentation for Chemical Production","Genetic Manipulation of Clostridium for High-Value Chemicals ","Biotechnology Microbial Fermentation for Chemical Production Genetic Manipulation of Clostridium for High-Value Chemicals","Biotechnology","Chemicals"
312,"THAW Technology Ltd is an engineering design consultancy with a difference; we start from zero, ,applying our knowledge and skills to real life problems, inventing new and innovative solutions. Our,,unbridled passion for product design allows us to guide others through each step of this creative,,process, from design to manufacture.,,This passion lends to the realisation of both creative and pragmatic solutions. We excel in Mechanical,,,Product, Electronic and Simulation Engineering having worked in a wide variety of industries. With,,close ties to many machinists and manufacturers, products can be turned round in days and solutions,,become reality far sooner than believed possible."," Domain: Engineering Design Level 1: Product Design Level 2: Innovative Solutions and Rapid Prototyping","Engineering Design","Product Design","Innovative Solutions and Rapid Prototyping","Engineering Design Product Design Innovative Solutions and Rapid Prototyping","Engineering","Product Design/Manufacturing"
637,"This project investigates developing efficient power management circuits for fully integrated, micro energy harvesting modules that recover ambient energy from a hybrid of two distinct sources – indoor light and vibration. Project Summary"," Domain: Energy Harvesting Level 1: Power Management Circuits for Micro Energy Harvesting Modules Level 2: Integration of Indoor Light and Vibration Sources","Energy Harvesting","Power Management Circuits for Micro Energy Harvesting Modules","Integration of Indoor Light and Vibration Sources","Energy Harvesting Power Management Circuits for Micro Energy Harvesting Modules Integration of Indoor Light and Vibration Sources","Energy","Research/Technology"
683,"Valley produce is developing a herb product from currently wasted material. The company is seeking help from an external expert to set up and conduct trials to produce this product. This will enable the business to grow and expand into previously untapped markets. From this there will be the opportunity to form cooperatives with local and oversees herb producers for further growth and to help solve the ubiquitous problem of farm level food waste."," Domain: Agriculture Level 1: Sustainable Farming Practices Level 2: Utilizing Waste Material for Product Development in Agriculture","Agriculture","Sustainable Farming Practices","Utilizing Waste Material for Product Development in Agriculture","Agriculture Sustainable Farming Practices Utilizing Waste Material for Product Development in Agriculture","Agriculture","Research and Development/International Trade"
519,"Over 4m people annually in the UK are affected by pain and immobility caused by a deficient meniscus, costing the equivalent of 1% GNP (NHS Business Plan 2017). The problem goes beyond age-related degenerative diseases and includes accidents/sports injuries in patients of any age. ,Technological challenges in developing load-bearing materials with suitable surface characteristics for such soft-tissue orthopaedic applications restrict options for treatment. In the absence of replacement devices, the standard of care for an irreparable meniscus is partial or complete removal (meniscectomy), with 2million/year such procedures world-wide (Li 2020).,,In response Orthonika, an SME spin-out from Imperial College London, has developed novel, reinforced load bearing PVA-PEG hydrogel materials for use in meniscus replacement. These unique materials are incorporated into an implant fixed directly to the bone via a reliable and established method.,,Hydrogels have long been thought of as highly promising materials for soft tissue replacements, potentially opening up new markets for orthopaedic implants. Their adoption has been hampered by poor mechanical properties and low fracture toughness. Laboratory tests have shown that Orthonika's PVA-PEG materials have exceptional mechanical and tribological properties that closely mimic those of natural tissue and are superior to the standard crosslinked PVA hydrogels currently in use for other applications.,,Building on previous work, Orthonika must now address technical challenges in product development to demonstrate GMP manufacturability for clinical-scale production and subsequent validation in ovine studies, targeting readiness for first-in-human clinical studies post-project.,,The project enables Orthonika to:,,* Manufacture at clinical-scale, bridging to development for commercial manufacturing post-clinical validation and,* Validate the TMR implant in ovine studies and therefore accelerate translation to human.,,This represents significant progression towards commercialisation/clinical uptake:,,* New surgical options for patients (alternatives to meniscectomy/TKR),* Enhanced healthcare capabilities (alignment with key performance indicators such as wait times and patient recovery),* Servicing a £1bn+ global market,* Potential adaptation to target other load-bearing orthopaedic applications (cartilage, intervertebral discs)."," Domain: Medical Technology Level 1: Innovative Meniscus Replacement Techniques Level 2: Development and Validation of PVA-PEG Hydrogel Implants for Ovine Studies","Medical Technology","Innovative Meniscus Replacement Techniques","Development and Validation of PVA-PEG Hydrogel Implants for Ovine Studies","Medical Technology Innovative Meniscus Replacement Techniques Development and Validation of PVA-PEG Hydrogel Implants for Ovine Studies","Healthcare","Orthopaedics/Technology"
319,"To develop new materials and advanced processing techniques for Metal Injection Moulding production of high value components."," Domain: Materials Science Level 1: Metal Injection Moulding production Level 2: Advanced materials and processing techniques","Materials Science","Metal Injection Moulding production","Advanced materials and processing techniques","Materials Science Metal Injection Moulding production Advanced materials and processing techniques","Manufacturing","Materials Science"
87,"Nearly all of us have taken antibiotics: they really are a 'wonder drug' saving millions of lives every year, by specifically killing bacteria. They are rapidly becoming less effective as bacteria develop ways to resist them. An example of this is the spread of MRSA in hospitals. A recent review (The O'Neill Report) conducted by the UK government with the Wellcome Trust concluded that by 2050 antibiotic resistant infections would kill more people each year than cancer, and many common medical procedures such as hip replacements or Caesarean sections will become too dangerous to perform. New antibiotics are badly needed, and soil organisms have been one of the best sources of antibiotics over the last 70 years. However, soil organisms may only make an antibiotic under certain conditions which are hard to copy outside of their natural environment, which makes identification and exploitation difficult. Bactevo have isolated hundreds of organisms from the soil and hard-wired them to make all the chemicals they can make, including antibiotics, all the time. We then screen them for their ability to kill dangerous bacteria. The work is now progressing to advance these chemicals through to the creation of novel, effective antibiotics, ensuring future generations will have access to these vital drugs."," Domain: Medicine Level 1: Antibiotic resistance Level 2: Development of novel antibiotics from soil organisms","Medicine","Antibiotic resistance","Development of novel antibiotics from soil organisms","Medicine Antibiotic resistance Development of novel antibiotics from soil organisms","Biotechnology","Pharmaceutical Manufacturing"
480,"The project is to install throughout the UK. and Europe, Unisex urinals for the use of Sport participants only, where current facilities are woefully inadequate or non existent due to the lack of utilities and services i.e. Electricity, Water, and Sewage connections. Primarily aimed at the 3000 or so golf courses in the U.k. and Ireland,it is also applicable to any remote location sport including but not exclusively to Football, Rugby, School Sports, Cricket, Hockey etc. ( both practice and playing). This can only be achieved using the newly developed concepts along with the unique permissions gained from the authorities concerned.          It is vital to the success and viability of the project that the Intellectual Property is protected and secured, hence the current application for an \Innovation Voucher\"" to cover some or all of these professional fees."""," Domain: Urban Planning Level 1: Installation of Unisex Urinals Level 2: Improving Sanitary Facilities for Sports Participants in Remote Locations ","Urban Planning","Installation of Unisex Urinals","Improving Sanitary Facilities for Sports Participants in Remote Locations ","Urban Planning Installation of Unisex Urinals Improving Sanitary Facilities for Sports Participants in Remote Locations","Service","Sports/Leisure Industry"
530,"With the UK government's mandate to achieve net-zero carbon emissions by 2050, together with the ban on sales of new petrol and diesel cars by 2030, there is no doubt that the battery market is going to experience rapid growth over the next 10 years. Solid-state batteries are a key technology to augment and replace current lithium-ion technology due to their increased safety and potential to achieve greater energy/power densities. ,Project partners, Lucideon, KWSP and Loughborough University will assess two complementary technologies, Additive Manufacturing (AM) and contactless Field Enhanced Sintering (c-Flash) to manufacture thin, textured/designed films of solid electrolytes for Li-ion and Na-ion batteries. This new method of manufacturing addresses three of the main technological challenges with solid-state batteries: thin film processing, increasing electrolyte/electrode interfacial area and minimising ion volatilisation. This project will simultaneously target benefits in resource and energy efficiency, assessing the possibility of combining two novel and highly efficient technologies to exploit the strengths of both systems. The processes and pilot scale manufacturing will be developed in parallel to expedite technology exploitation.,,AM offers significant benefits such as digital production flexibility, reduced material waste and component weight reduction. The exceptional design freedom inherent in AM will facilitate thin film deposition ultimately aiming for interpenetrating 3D structures of anode, electrolyte, cathode in solid-state, eliminating the conventional constraints and breaking the energy-power limit of current systems. c-Flash, developed for processing thin ceramic films, has significant benefits such as dramatically reducing sintering times and lowering peak sintering temperature. Enhanced ceramic electrical and mechanical properties are also possible, via microstructural changes from c-Flash processing. An increase in ceramic strength would enable thickness reduction and lower resistance with benefits for solid-state battery design and performance. c-Flash can be used to rapidly densify electrolyte material resulting in significant reduction of ion volatilisation during processing.,,The project will be guided by an industrial steering committee, representing a cross-section of the battery supply chain. The committee will offer advice and discuss/steer exploitation of technology as objectives are met.,,A breakthrough from this project could create a unique technology for exploitation in the UK. This technology would allow the UK to become a leader in low energy and low waste manufacturing methods. Solid-state batteries made by this route could take significant shares of the EV battery market and adoption by the UK battery supply chain would reinforce the UK's ability to grow and compete in this sector."," Domain: Battery Technology Level 1: Solid-State Battery Manufacturing Level 2: Additive Manufacturing (AM) and Contactless Field Enhanced Sintering (c-Flash) Techniques","Battery Technology","Solid-State Battery Manufacturing","Additive Manufacturing (AM) and Contactless Field Enhanced Sintering (c-Flash) Techniques","Battery Technology Solid-State Battery Manufacturing Additive Manufacturing (AM) and Contactless Field Enhanced Sintering (c-Flash) Techniques","Economy","Research and Development/Sustainable Energy"
42,"Efficient distributed electricity generation using stationary fuel cells is recognised one option to address the energy trilemma, by improving the security of supply and reducing both CO2 and local emissions in a cost effective way. The ORACLE project aims to establish the technical and commercial feasibilty of novel concept to remove the sulphur containing odorants added to the natural gas supply that would otherwise poison these fuel cells. In doing so it addresses a known technology gap in the fuel cell industry. Success would quickly generate a significant new market opportunity for GR2L and Johnson Matthey, and establish Cambridge University at the forefront of a new research area. The partners will establish whether a technology called Chemical Looping Combustion, curently used to purify argon gas, can be redesigned to selectively destroy the contaminants in natural gas, enabling them to be trapped on a safe, high capacity absorbent. The idea builds on 2 patent filings and offers the potential for a unique fuel flexible, compact purification module for fuel cell developers, with excellent performance and cost characteristics."," Domain: Energy Level 1: Distributed Electricity Generation Level 2: Novel Concept of Chemical Looping Combustion for Fuel Cell Industry","Energy","Distributed Electricity Generation","Novel Concept of Chemical Looping Combustion for Fuel Cell Industry","Energy Distributed Electricity Generation Novel Concept of Chemical Looping Combustion for Fuel Cell Industry","Energy","Research and Development/Chemical Engineering"
667,NA," Domain: Education Level 1: Learning Theories Level 2: Cognitive-Based Learning Strategies","Education","Learning Theories","Cognitive-Based Learning Strategies","Education Learning Theories Cognitive-Based Learning Strategies",NA,NA
652,"Introducing Robotriks Ltd's groundbreaking project: a revolution in sustainable robotics manufacturing! We're on a mission to turn scrap metal from our agricultural robot production line into valuable resources for creating next-generation farming machines. This innovative recycling system not only reduces waste but also lowers production costs and promotes environmental responsibility in the industry. ,Imagine a world where recycling is seamlessly integrated into the production process, making it more efficient and eco-friendly. That's precisely what we're aiming to achieve with our threefold approach:,,1\. Transforming scrap metal into versatile sheet material for cutting-edge manufacturing techniques, such as CNC plasma cutting.,,2\. Crafting intricate components through the innovative lost-wax casting process, utilizing every last bit of scrap metal.,,3\. Developing an open-source metal 3D printer that uses recycled materials, paving the way for future breakthroughs in sustainable manufacturing.,,Our project goes hand-in-hand with the UK's vision for a greener, more sustainable future in materials and manufacturing. By embracing resource efficiency and technological advancements, we're not only enhancing our production processes but also inspiring innovation across the agricultural robotics sector.,,Together, we can create a cleaner, more sustainable world through cutting-edge robotics and manufacturing innovations. Join us on our exciting journey to revolutionize the industry and make a lasting impact on the environment!"," Domain: Sustainable Manufacturing Level 1: Resource Efficiency in Robotics Level 2: Incorporating Recycling Processes in Manufacturing ","Sustainable Manufacturing","Resource Efficiency in Robotics","Incorporating Recycling Processes in Manufacturing ","Sustainable Manufacturing Resource Efficiency in Robotics Incorporating Recycling Processes in Manufacturing","Manufacturing","Robotics/Eco-friendly technology"
495,"Rotaheat is looking to develop an efficient wind or water power direct heat generator capable using well understood physical principles in a new context.  To do this it will require support from a capable design for build engineer and physicist."," Domain: Renewable Energy Level 1: Wind and Water Power Level 2: Direct Heat Generation with Well-Understood Physical Principles","Renewable Energy","Wind and Water Power","Direct Heat Generation with Well-Understood Physical Principles","Renewable Energy Wind and Water Power Direct Heat Generation with Well-Understood Physical Principles","Energy","Engineering/Physics"
287,"To develop, optimise and upscale a current lab based technology for innovative surface coatings techniques into a full scale production process."," Domain: Industrial Manufacturing Level 1: Process Optimization and Upscaling Level 2: Advanced Surface Coating Techniques ","Industrial Manufacturing","Process Optimization and Upscaling","Advanced Surface Coating Techniques ","Industrial Manufacturing Process Optimization and Upscaling Advanced Surface Coating Techniques","Manufacturing","Research and Development"
12,"It is not obvious to many people that a Lighter Than Air (LTA) vehicle can be used to lift extremely heavy loads. Our hybrid powertrain utilises aeronautic developments in materials,and design to enable airships to fly with greater manoeuvrability coping with building,turbulence in Canary Wharf or differences in extreme weather. The hybrid powertrain,comprises both state of the art H2 + O turbine power optimised combustion with the speed of,instantaneous fuel cell electrical power to respond to any adverse weather condition. This,versatile and scalable powertrain will take the form of a heavy lifter airship of multiple 5MW,gas turbine / Solid Oxide Fuel Cell (SOFC) Combined Heat and Power (CHP) units. The,system includes fuel control, storage, management and supply, from renewable fuels to,virtually eliminate emissions and increase airship stability to carry payloads over terrain,where it has superiority over other transport managing logistically cargo of varying loads,shapes, mass, volume and states of matter safely. The hybrid turbine ultra-thrust with electric,propulsion assist enables variable morphology, exact manoeuvring, improved velocity,,decreased response times with virtually instantaneous max torque, providing dual power,safety whilst facilitating lift with high temperature H2 and oxygenated turbine fuel,enrichment for instantaneous power demand response."," Domain: Aeronautics Level 1: Hybrid Powertrain for Lighter Than Air Vehicles Level 2: Heavy Lifter Airship with Combined Heat and Power Units","Aeronautics","Hybrid Powertrain for Lighter Than Air Vehicles","Heavy Lifter Airship with Combined Heat and Power Units","Aeronautics Hybrid Powertrain for Lighter Than Air Vehicles Heavy Lifter Airship with Combined Heat and Power Units","Aerospace","Energy/Air Transportation"
228,"SAMULET II Project 10: Fast Make delivers rapid manufacturing capability for aerospace applications in the United Kingdom (UK). In order to deliver fit for purpose parts parts to demonstrator projects and engine production programmes within accelerated lead times there is the need to develop new and innovative manufacturing and modelling technologies that meet the aerospace quality requirements within a much compressed timescale. Fast Make requires an integrated approach and brings together ‘fast business processes’, ‘fast make’ and ‘fast processing’ to achieve a step change in development lead-times. This capability will maximise timely technology insertion to enhance product competitiveness. This is a collaborative programme utilising the skills and competencies within the High Value Manufacturing CATAPULT and University network. The results of the research will be validated and delivered by the manufacture of first-off parts and system demonstrations."," Domain: Aerospace Manufacturing Level 1: Rapid Manufacturing Capability Possible Level 2: Innovative Technologies for Aerospace Quality Compliance","Aerospace Manufacturing","Rapid Manufacturing Capability Possible","Innovative Technologies for Aerospace Quality Compliance","Aerospace Manufacturing Rapid Manufacturing Capability Possible Innovative Technologies for Aerospace Quality Compliance","Manufacturing","Aerospace/Technology and Innovation"
263,"**VISION** ,Algreen developed sustainable and cost-effective chipboards from natural seaweed and wastepaper. Algreen chipboard using eco-friendly seaweed-based adhesive rather than petrol-based adhesive to glue the wastepaper chips. Thanks to Algreen's novel technology, Algreen chipboard is high-scalable, environmentally sustainable and VOC-free.,,**PROBLEM**,,Traditionally, chipboard is made by mixing particles or flakes of wood or jute-stick together with a resin and forming the mixture into a sheet. Chipboard is widely used for building construction and household furniture such as kitchen cabinets, bookcases, doors, windows, and covering the walls and floor.,,Most commercial chipboard is environmentally unfriendly, which contains highly toxic and carcinogenic adhesive, formaldehyde, which releases formaldehyde gas (VOC) into the atmosphere. Furniture containing formaldehyde can continue emitting small amounts of gas for up to 10 years.,,**MARKET**,,The global chipboard market reached a value of £15 Billion in 2020 (CAGR of 4.4% during 2021-2026).,,Countries including China, the United States, and Germany account for the largest markets in the furniture industry. China is the dominant exporter of wood furniture to the EU.,,China is the largest market base in the Asia-Pacific region, owing to its ever-increasing population, rising income, and rapid urbanization. It is also one of the major manufacturing hubs for almost every industry.,,After COVID, market recovery is speculated to be witnessed. Thus, the projected growing construction and furniture industries are expected to boost the demand in the local particle boards market in the post-pandemic recovery period.,,**ALGREEN SUSTAINABILITY**,,Recycling is a key global environmental concern, but especially when it comes to paper. Not only does it help to save trees, which is crucial to the sustainability of our planet, but recycling one tonne of paper, also saves at least 30,000 litres of water and between 3000 to 4000 kWh of electricity. This is enough to sustain an average three-bedroomed house for a whole year. Producing recycled paper also requires between 28-70% less energy consumption and uses less water.,,Open ocean seaweed farms can improve water quality. The World Bank predicts that achieving a global production of 500 million tons of seaweed by 2050 would absorb 10 million tons of nitrogen, which is 30% of the nitrogen estimated to enter the ocean, and 15 million tons of phosphorus. That same seaweed production of 500 million tons would consume 135 million tons of carbon, which is 3.2% of the carbon added to seawater each year from GHGs emissions."," Domain: Sustainable Materials Level 1: Alternative Materials for Construction and Furniture Level 2: Seaweed-based Chipboard in the Global Market ","Sustainable Materials","Alternative Materials for Construction and Furniture","Seaweed-based Chipboard in the Global Market ","Sustainable Materials Alternative Materials for Construction and Furniture Seaweed-based Chipboard in the Global Market","Manufacturing","Agriculture/Recycling/Construction/Furniture/Environmental Science"
362,"\Our games are played on a whiteboard"," Domain: Board Games Level 1: Traditional Board Games Level 2: Strategy and Tactics in Board Games","Board Games","Traditional Board Games","Strategy and Tactics in Board Games","Board Games Traditional Board Games Strategy and Tactics in Board Games","Creative Industry","Gaming/Entertainment"
427,"The expert will help us to understand risks & possible solutions to storing sensitive data on mobile/cloud & will educate our team on thinking in a security first mindset. Delivering a unique product across multi platforms, we are seeking expertise across all devices. This is a necessity as current cybercrime is impacting the SME community with a serious loss in IP, financial & reputational losses. Loss of trust is most damaging hence, why we would like an expert to look at our security set-up."," Domain: Cybersecurity Level 1: Mobile and Cloud Data Storage Level 2: Protecting Against Cybercrime and Preserving Trust","Cybersecurity","Mobile and Cloud Data Storage","Protecting Against Cybercrime and Preserving Trust","Cybersecurity Mobile and Cloud Data Storage Protecting Against Cybercrime and Preserving Trust","Information Technology","Cybersecurity/Cloud Computing"
694,"BioCarbon Engineering is a company committed to restoring woodlands and forests, both in the UK and worldwide. Our technology combines UAVs and an automated tree planting system that plants trees much faster and cheaper than is currently possible. Trees not only provide us with food, but also take CO2 out of the atmosphere, help prevent floods, droughts and landslides, and improve crop yields when strategically planted in agricultural areas. BioCarbon engineering is committed to planting 1 billion trees per year to help restore our woodlands, improve agricultural yields and prevent floods and droughts."," Domain: Forestry and Environmental Conservation Level 1: Tree Restoration and Reforestation Level 2: Technological Innovations for Efficient and Large-Scale Tree Planting","Forestry and Environmental Conservation","Tree Restoration and Reforestation","Technological Innovations for Efficient and Large-Scale Tree Planting","Forestry and Environmental Conservation Tree Restoration and Reforestation Technological Innovations for Efficient and Large-Scale Tree Planting","Agriculture","Environmental Science/Environmental Technology"
